"","SYMBOL","ENTREZID"
"10031","PRR13","54458"
"10032","EYA3","2140"
"10033","ARL3","403"
"10034","ARRB2","409"
"10035","USP43","124739"
"10036","CA14","23632"
"10037","MORN5","254956"
"10038","TPBG","7162"
"10039","SRSF12","135295"
"10040","TRIP6","7205"
"10041","TRDMT1","1787"
"10042","KRT17P5","339240"
"10043","GPR142","350383"
"10044","KIF17","57576"
"10045","ADIPOQ","9370"
"10046","SH3BP5L","80851"
"10047","GALNT10","55568"
"10048","TNNC2","7125"
"10049","POLR2B","5431"
"10050","NAPB","63908"
"10051","ZNF354A","6940"
"10052","ZDHHC8P1","150244"
"10053","LRCH2","57631"
"10054","NFKBIL1","4795"
"10055","BRINP1","1620"
"10056","H2BU1","128312"
"10057","WRAP73","49856"
"10058","EIF1B","10289"
"10059","CCDC71L","168455"
"10060","CRKL","1399"
"10061","ATP5MC2","517"
"10062","TMEM217","221468"
"10063","MYCL","4610"
"10064","SLC6A12","6539"
"10065","MIR125A","406910"
"10066","TH","7054"
"10067","IFITM5","387733"
"10068","OR1G1","8390"
"10069","NCR3LG1","374383"
"10070","WDR49","151790"
"10071","HIGD2B","123346"
"10072","SERPINH1","871"
"10073","ATG4D","84971"
"10074","SMG8","55181"
"10075","UPRT","139596"
"10076","TMBIM1","64114"
"10077","RPS23","6228"
"10078","OR2V2","285659"
"10079","CACNA1E","777"
"10080","ACTN4","81"
"10081","PRDM13","59336"
"10082","LOC284788","284788"
"10083","MEFV","4210"
"10084","TMCO3","55002"
"10085","ZDHHC21","340481"
"10086","ADAM23","8745"
"10087","C7orf61","402573"
"10088","MRPL37","51253"
"10089","CUL2","8453"
"10090","SSX5","6758"
"10091","SSPN","8082"
"10092","PRR14L","253143"
"10093","MYO1H","283446"
"10094","EYA1","2138"
"10095","OR6C4","341418"
"10096","FOXRED2","80020"
"10097","DCAF7","10238"
"10098","CCM2","83605"
"10099","PARD6B","84612"
"10100","CSMD2","114784"
"10101","SNAPC2","6618"
"10102","NPBWR2","2832"
"10103","ZSCAN1","284312"
"10104","CELA2B","51032"
"10105","RIMS4","140730"
"10106","SULT6B1","391365"
"10107","VCPIP1","80124"
"10108","CRYM","1428"
"10109","ATP2C1","27032"
"10110","ERMARD","55780"
"10111","NEURL4","84461"
"10112","HERC5","51191"
"10113","WASF1","8936"
"10114","KDELR2","11014"
"10115","NPPA","4878"
"10116","SLC12A4","6560"
"10117","PARVG","64098"
"10118","GID4","79018"
"10119","MIR139","406931"
"10120","WBP2NL","164684"
"10121","CBX6","23466"
"10122","ALOX12B","242"
"10123","LETM2","137994"
"10124","GLYR1","84656"
"10125","CERK","64781"
"10126","NKX6-1","4825"
"10127","CTXN3","613212"
"10128","INO80E","283899"
"10129","ARPC3","10094"
"10130","MIR4453HG","54553"
"10131","RPL3","6122"
"10132","ACSM1","116285"
"10133","ZAN","7455"
"10134","LY9","4063"
"10135","TIMM44","10469"
"10136","OTUD7A","161725"
"10137","TMCO4","255104"
"10138","EBAG9","9166"
"10139","TMC3","342125"
"10140","SLCO4C1","353189"
"10141","MRPL44","65080"
"10142","IQCC","55721"
"10143","LOC102723701","102723701"
"10144","SEC22C","9117"
"10145","GRIK1-AS1","642976"
"10146","LINC00852","84657"
"10147","MNX1","3110"
"10148","SALL3","27164"
"10149","ERLEC1","27248"
"10150","HEBP1","50865"
"10151","MYCT1","80177"
"10152","LDHB","3945"
"10153","TLR8","51311"
"10154","COMT","1312"
"10155","IVD","3712"
"10156","OR5J2","282775"
"10157","ERVW-1","30816"
"10158","AZU1","566"
"10159","SCN10A","6336"
"10160","GNAT1","2779"
"10161","PTPN1","5770"
"10162","ZFPL1","7542"
"10163","THEM4","117145"
"10164","TOX3","27324"
"10165","PAX1","5075"
"10166","KCNB1","3745"
"10167","PRSS2","5645"
"10168","PIH1D1","55011"
"10169","GJB7","375519"
"10170","GATA3","2625"
"10171","DEFB109B","641517"
"10172","MLST8","64223"
"10173","ADIG","149685"
"10174","DNAJB3","414061"
"10175","FAM83E","54854"
"10176","TRIM71","131405"
"10177","HMCES","56941"
"10178","ALDH18A1","5832"
"10179","STRIP2","57464"
"10180","WDR97","340390"
"10181","MT3","4504"
"10182","PLEKHB2","55041"
"10183","C16orf89","146556"
"10184","SNORD38A","94162"
"10185","NXPH1","30010"
"10186","ERLIN2","11160"
"10187","SLC25A36","55186"
"10188","CAVIN4","347273"
"10189","NTAN1","123803"
"10190","SRGAP1","57522"
"10191","ANKRD13D","338692"
"10192","GCNA","93953"
"10193","SLC26A6","65010"
"10194","AGAP2","116986"
"10195","NAP1L2","4674"
"10196","DYDC1","143241"
"10197","OR4S1","256148"
"10198","NDUFB6","4712"
"10199","PAX4","5078"
"10200","CYP2W1","54905"
"10201","IL36A","27179"
"10202","CA5B","11238"
"10203","CPB1","1360"
"10204","ACTRT2","140625"
"10205","DZANK1","55184"
"10206","TRAF5","7188"
"10207","ZNF25","219749"
"10208","SOHLH1","402381"
"10209","LSP1P3","729862"
"10210","OR51G2","81282"
"10211","CDYL2","124359"
"10212","TIMMDC1","51300"
"10213","L3HYPDH","112849"
"10214","GRM6","2916"
"10215","VRTN","55237"
"10216","DTNB","1838"
"10217","POLR2K","5440"
"10218","FBP1","2203"
"10219","CBX5","23468"
"10220","TARDBP","23435"
"10221","ACTL9","284382"
"10222","EXO5","64789"
"10223","PLPPR5","163404"
"10224","GPAT2","150763"
"10225","RSAD1","55316"
"10226","PLA2G4D","283748"
"10227","RTN4RL1","146760"
"10228","TMEM105","284186"
"10229","HMGN3","9324"
"10230","GCM2","9247"
"10231","MESP2","145873"
"10232","FAM162A","26355"
"10233","PDIK1L","149420"
"10234","AURKAIP1","54998"
"10235","PKDCC","91461"
"10236","SVBP","374969"
"10237","BET1","10282"
"10238","PERP","64065"
"10239","DYNLRB1","83658"
"10240","ALG1L","200810"
"10241","RPL4","6124"
"10242","MUC5B","727897"
"10243","TRPC7","57113"
"10244","PYCARD","29108"
"10245","C5orf38","153571"
"10246","SOX30","11063"
"10247","TMEM248","55069"
"10248","TENT4B","64282"
"10249","ICE2","79664"
"10250","CDC34","997"
"10251","GRIA4","2893"
"10252","GJA4","2701"
"10253","ABCA3","21"
"10254","TEX33","339669"
"10255","SPTLC2","9517"
"10256","CTCFL","140690"
"10257","OR52E2","119678"
"10258","LRRC49","54839"
"10259","PUM2","23369"
"10260","NKX2-2","4821"
"10261","SNORD20","6082"
"10262","CAVIN2","8436"
"10263","THUMPD3","25917"
"10264","PAMR1","25891"
"10265","KCMF1","56888"
"10266","SMAD5-AS1","9597"
"10267","KIF19","124602"
"10268","SNORD8","319103"
"10269","DYNLL1","8655"
"10270","SNORA70E","100379250"
"10271","ARRDC1-AS1","85026"
"10272","SRM","6723"
"10273","CD1D","912"
"10274","IHH","3549"
"10275","ACTL6B","51412"
"10276","SLC27A5","10998"
"10277","NTN3","4917"
"10278","F12","2161"
"10279","TRNAU1AP","54952"
"10280","SNX25","83891"
"10281","IGSF9","57549"
"10282","PRSS54","221191"
"10283","LOC100287792","100287792"
"10284","SLC7A6OS","84138"
"10285","ZBTB16","7704"
"10286","PLAC4","191585"
"10287","GDF2","2658"
"10288","CARD11","84433"
"10289","CPSF2","53981"
"10290","PIGF","5281"
"10291","TYR","7299"
"10292","ADAMTSL3","57188"
"10293","HBZ","3050"
"10294","NKPD1","284353"
"10295","NEUROG1","4762"
"10296","TDH","157739"
"10297","CYP24A1","1591"
"10298","OAZ1","4946"
"10299","SSTR4","6754"
"10300","L3MBTL3","84456"
"10301","CLCC1","23155"
"10302","FAM87A","157693"
"10303","GPR82","27197"
"10304","NDUFAF3","25915"
"10305","COMMD9","29099"
"10306","RAB5C","5878"
"10307","TJP1","7082"
"10308","GYG1","2992"
"10309","RDH12","145226"
"10310","SETMAR","6419"
"10311","PEA15","8682"
"10312","IGF1","3479"
"10313","OR10J1","26476"
"10314","ABTB1","80325"
"10315","CLNS1A","1207"
"10316","SCD5","79966"
"10317","SLC39A2","29986"
"10318","VWA5B2","90113"
"10319","HOXA11","3207"
"10320","RIPK3","11035"
"10321","CMC1","152100"
"10322","NCKAP5L","57701"
"10323","GPRIN2","9721"
"10324","IREB2","3658"
"10325","PLEKHJ1","55111"
"10326","ASPG","374569"
"10327","WDFY3-AS2","404201"
"10328","EBF4","57593"
"10329","OR2Z1","284383"
"10330","MOGAT2","80168"
"10331","R3HDML","140902"
"10332","STAG2","10735"
"10333","PDE4A","5141"
"10334","ZNF292","23036"
"10335","LINC02487","441178"
"10336","CYP11B1","1584"
"10337","FSHB","2488"
"10338","STK39","27347"
"10339","TMEM51-AS1","200197"
"10340","EP300","2033"
"10341","LOC554206","554206"
"10342","FRA10AC1","118924"
"10343","C8G","733"
"10344","FAM71F2","346653"
"10345","ELF4","2000"
"10346","ASH2L","9070"
"10347","CLDN3","1365"
"10348","ZNF70","7621"
"10349","TKT","7086"
"10350","REXO2","25996"
"10351","TSR3","115939"
"10352","ZNF407","55628"
"10353","MPP2","4355"
"10354","MIRLET7G","406890"
"10355","FSCB","84075"
"10356","RPL21P44","402176"
"10357","SP5","389058"
"10358","TMEM120B","144404"
"10359","PRDM12","59335"
"10360","CEP131","22994"
"10361","CACNB1","782"
"10362","NAGA","4668"
"10363","ULBP3","79465"
"10364","ZNF81","347344"
"10365","PRORP","9692"
"10366","SYPL1","6856"
"10367","MRPS11","64963"
"10368","BCAP29","55973"
"10369","UBE2D3","7323"
"10370","SH3BP1","23616"
"10371","NHLRC1","378884"
"10372","GIT2","9815"
"10373","PPP1R12A","4659"
"10374","KLHL1","57626"
"10375","SPHKAP","80309"
"10376","MRPL54","116541"
"10377","KRT35","3886"
"10378","NHLRC4","283948"
"10379","KRTAP24-1","643803"
"10380","ZHX3","23051"
"10381","ISLR2","57611"
"10382","RNF112","7732"
"10383","GOSR1","9527"
"10384","COL4A6","1288"
"10385","GPR17","2840"
"10386","PRAMENP","649179"
"10387","HSPB11","51668"
"10388","CALY","50632"
"10389","LCN8","138307"
"10390","YLPM1","56252"
"10391","NDFIP2","54602"
"10392","CELF3","11189"
"10393","TGFBR3","7049"
"10394","BRD3OS","266655"
"10395","DMRTC2","63946"
"10396","THRSP","7069"
"10397","ZNF662","389114"
"10398","CCNK","8812"
"10399","C17orf99","100141515"
"10400","BHLHE23","128408"
"10401","CNTD1","124817"
"10402","BATF","10538"
"10403","S100A14","57402"
"10404","PIP5K1C","23396"
"10405","PIK3C2G","5288"
"10406","REN","5972"
"10407","CSMD1","64478"
"10408","ZNF556","80032"
"10409","IQSEC3","440073"
"10410","IVL","3713"
"10411","TMC8","147138"
"10412","HAO2","51179"
"10413","FAF2","23197"
"10414","TBC1D29P","26083"
"10415","PAFAH1B3","5050"
"10416","DDX42","11325"
"10417","CBARP","255057"
"10418","LINC00302","388699"
"10419","HRH3","11255"
"10420","CYP2D7","1564"
"10421","BNIPL","149428"
"10422","CNST","163882"
"10423","PPEF2","5470"
"10424","GPC3","2719"
"10425","THEM5","284486"
"10426","FOXH1","8928"
"10427","ENO2","2026"
"10428","POLR2M","81488"
"10429","CACUL1","143384"
"10430","CACNG4","27092"
"10431","DERL1","79139"
"10432","GPRC5C","55890"
"10433","ARL8B","55207"
"10434","BTRC","8945"
"10435","PRG2","5553"
"10436","PPT1","5538"
"10437","AIFM3","150209"
"10438","SDHAF3","57001"
"10439","NXF4","55999"
"10440","KLK3","354"
"10441","PDLIM4","8572"
"10442","CYP26A1","1592"
"10443","ARGLU1","55082"
"10444","CD8B","926"
"10445","CPT1C","126129"
"10446","TUBAL3","79861"
"10447","SKP1","6500"
"10448","PON2","5445"
"10449","ANXA6","309"
"10450","DROSHA","29102"
"10451","GSDMD","79792"
"10452","SAXO1","158297"
"10453","IGH","3492"
"10454","TPPP2","122664"
"10455","NCR2","9436"
"10456","PLVAP","83483"
"10457","ASMTL-AS1","80161"
"10458","FBXO32","114907"
"10459","SH2D1A","4068"
"10460","RER1","11079"
"10461","YIPF5","81555"
"10462","PANK1","53354"
"10463","UBA1","7317"
"10464","VIPR1","7433"
"10465","TMEM81","388730"
"10466","POM121L12","285877"
"10467","NUDT16L1","84309"
"10468","TCEA1","6917"
"10469","ILDR1","286676"
"10470","OLIG1","116448"
"10471","NCKAP1","10787"
"10472","EDF1","8721"
"10473","CALCA","796"
"10474","C1orf116","79098"
"10475","ZNF418","147686"
"10476","AMBP","259"
"10477","SYT12","91683"
"10478","MCCC2","64087"
"10479","LCE2C","353140"
"10480","OR1D5","8386"
"10481","TEDDM1","127670"
"10482","KIF26A","26153"
"10483","UTS2R","2837"
"10484","CEL","1056"
"10485","MYO1C","4641"
"10486","RBM44","375316"
"10487","IL19","29949"
"10488","GRIA1","2890"
"10489","ODF1","4956"
"10490","ST20-AS1","283687"
"10491","KRTAP8-1","337879"
"10492","KRTAP19-7","337974"
"10493","ZSCAN5B","342933"
"10494","ZNF703","80139"
"10495","ZNRF2","223082"
"10496","ZNHIT2","741"
"10497","SERP1","27230"
"10498","NDUFS1","4719"
"10499","RASL11B","65997"
"10500","MIB2","142678"
"10501","TRGV7","6981"
"10502","BAAT","570"
"10503","C9orf163","158055"
"10504","LPIN2","9663"
"10505","KRTAP12-3","386683"
"10506","LSP1","4046"
"10507","PTGIR","5739"
"10508","CYBC1","79415"
"10509","FSCN3","29999"
"10510","DUOX1","53905"
"10511","ADGRA1","84435"
"10512","TTC28-AS1","284900"
"10513","WDR93","56964"
"10514","NLRP14","338323"
"10515","PSTPIP2","9050"
"10516","BTNL3","10917"
"10517","DEFB116","245930"
"10518","INSL5","10022"
"10519","MIR200A","406983"
"10520","ARCN1","372"
"10521","RPL3L","6123"
"10522","CASTOR1","652968"
"10523","RFX8","731220"
"10524","PEX19","5824"
"10525","CYSLTR1","10800"
"10526","CELA1","1990"
"10527","RAP2B","5912"
"10528","DDHD1","80821"
"10529","SPRR2D","6703"
"10530","KREMEN2","79412"
"10531","HOXD9","3235"
"10532","LILRP2","79166"
"10533","DARS1","1615"
"10534","MYLK3","91807"
"10535","AOC1","26"
"10536","RAB11FIP5","26056"
"10537","SLAMF9","89886"
"10538","MRPL38","64978"
"10539","SOBP","55084"
"10540","IL9R","3581"
"10541","DDX53","168400"
"10542","PHACTR1","221692"
"10543","LINC00336","401253"
"10544","NRK","203447"
"10545","SLC6A17","388662"
"10546","KLF17","128209"
"10547","SLCO1B7","338821"
"10548","OVCH2","341277"
"10549","ARID5A","10865"
"10550","CTDP1","9150"
"10551","TCL1B","9623"
"10552","LOC102723566","102723566"
"10553","CDH13","1012"
"10554","MIR211","406993"
"10555","PROKR2","128674"
"10556","KRT6B","3854"
"10557","HTR6","3362"
"10558","CSNK1G1","53944"
"10559","CPA1","1357"
"10560","SPAG8","26206"
"10561","UQCRH","7388"
"10562","PTGDR2","11251"
"10563","KCTD8","386617"
"10564","CHAD","1101"
"10565","AGO3","192669"
"10566","DDX6","1656"
"10567","SEC14L1","6397"
"10568","SLC35E3","55508"
"10569","MIR365A","100126355"
"10570","C1QTNF12","388581"
"10571","PRPF39","55015"
"10572","SLC52A1","55065"
"10573","MAGEB16","139604"
"10574","SLC22A20P","440044"
"10575","ZDBF2","57683"
"10576","ZNF665","79788"
"10577","C1orf87","127795"
"10578","PPDPF","79144"
"10579","FBXO22","26263"
"10580","TEKT4","150483"
"10581","C8A","731"
"10582","CCBE1","147372"
"10583","PLXDC2","84898"
"10584","PRRX2","51450"
"10585","WNT7A","7476"
"10586","IL17REL","400935"
"10587","C4orf36","132989"
"10588","TECR","9524"
"10589","RPS27A","6233"
"10590","PPWD1","23398"
"10591","HEMGN","55363"
"10592","CNTN2","6900"
"10593","CXorf65","158830"
"10594","BASP1-AS1","285696"
"10595","CWF19L2","143884"
"10596","CD44","960"
"10597","RNF38","152006"
"10598","DENND11","57189"
"10599","KIF3C","3797"
"10600","IGHMBP2","3508"
"10601","FAM155B","27112"
"10602","ZNF501","115560"
"10603","CATIP","375307"
"10604","IQCB1","9657"
"10605","FOXA2","3170"
"10606","CSRNP2","81566"
"10607","LINC02520","100505530"
"10608","GNAO1","2775"
"10609","MCEMP1","199675"
"10610","GRAP2","9402"
"10611","DHX38","9785"
"10612","SPTBN1","6711"
"10613","PITX3","5309"
"10614","IRX1","79192"
"10615","NIPSNAP2","2631"
"10616","SKIDA1","387640"
"10617","LCT","3938"
"10618","C20orf78","100128496"
"10619","SNX18","112574"
"10620","MESP1","55897"
"10621","PRKAA1","5562"
"10622","DAPL1","92196"
"10623","EFCC1","79825"
"10624","PRODH2","58510"
"10625","TMEM204","79652"
"10626","NLRP3","114548"
"10627","LLGL1","3996"
"10628","PIP","5304"
"10629","TEF","7008"
"10630","NPAS1","4861"
"10631","OLFM3","118427"
"10632","PRR15L","79170"
"10633","SPRTN","83932"
"10634","PTH2","113091"
"10635","COMMD8","54951"
"10636","MRPS15","64960"
"10637","PTCHD1","139411"
"10638","MACROD2-IT1","140848"
"10639","GPHB5","122876"
"10640","MIR153-1","406944"
"10641","ESPNP","284729"
"10642","OR1S1","219959"
"10643","GIPR","2696"
"10644","GPIHBP1","338328"
"10645","KIF25","3834"
"10646","TBC1D21","161514"
"10647","ATP8B4","79895"
"10648","MIR1-1HG","128826"
"10649","ZP1","22917"
"10650","BAIAP3","8938"
"10651","CCDC27","148870"
"10652","EHBP1L1","254102"
"10653","SLC25A17","10478"
"10654","KCNK2","3776"
"10655","GTF3C2","2976"
"10656","SLC10A5","347051"
"10657","APOC1","341"
"10658","XAGE3","170626"
"10659","KAT2A","2648"
"10660","FOXL2","668"
"10661","HSD17B10","3028"
"10662","TBCE","6905"
"10663","LHCGR","3973"
"10664","GML","2765"
"10665","FLJ25758","497049"
"10666","NWD1","284434"
"10667","PHC1","1911"
"10668","SNORD115-40","100033814"
"10669","DMAC1","90871"
"10670","SMG7","9887"
"10671","LNCRI","401296"
"10672","MARVELD2","153562"
"10673","TMF1","7110"
"10674","SLC35B1","10237"
"10675","MTA1","9112"
"10676","IARS1","3376"
"10677","ETFBKMT","254013"
"10678","CEP97","79598"
"10679","MIR128-2","406916"
"10680","FAM47A","158724"
"10681","BAG6","7917"
"10682","RGN","9104"
"10683","C3orf20","84077"
"10684","HMCN2","256158"
"10685","OR1L3","26735"
"10686","GLP1R","2740"
"10687","MUL1","79594"
"10688","NYAP1","222950"
"10689","HAMP","57817"
"10690","PRKACA","5566"
"10691","DCAF12L1","139170"
"10692","NDUFA6","4700"
"10693","ZAP70","7535"
"10694","ADAM8","101"
"10695","NR5A1","2516"
"10696","NDUFA2","4695"
"10697","TCTEX1D4","343521"
"10698","HPCAL4","51440"
"10699","CD3D","915"
"10700","CIAO2B","51647"
"10701","SLC30A1","7779"
"10702","TSPAN18","90139"
"10703","CUL5","8065"
"10704","SNORA35","677816"
"10705","SELP","6403"
"10706","GPSM3","63940"
"10707","TP53BP2","7159"
"10708","SH2D4B","387694"
"10709","C20orf181","100128998"
"10710","KNG1","3827"
"10711","POU4F2","5458"
"10712","BTC","685"
"10713","ARF4","378"
"10714","DLGAP3","58512"
"10715","PSME2","5721"
"10716","GADD45GIP1","90480"
"10717","LIMA1","51474"
"10718","PPP2R5D","5528"
"10719","CD47","961"
"10720","SFT2D2","375035"
"10721","MACROH2A2","55506"
"10722","KCNV2","169522"
"10723","GPR32","2854"
"10724","KCTD12","115207"
"10725","NRG3","10718"
"10726","PEAK3","374872"
"10727","COG7","91949"
"10728","LIPE","3991"
"10729","OR52I1","390037"
"10730","PRTFDC1","56952"
"10731","CCDC127","133957"
"10732","LINC00526","147525"
"10733","C19orf33","64073"
"10734","TMEM218","219854"
"10735","RECQL","5965"
"10736","ERCC1","2067"
"10737","TRMO","51531"
"10738","SAMD1","90378"
"10739","EDAR","10913"
"10740","PYROXD1","79912"
"10741","TMEM70","54968"
"10742","NUPR2","389493"
"10743","LY86","9450"
"10744","SETD9","133383"
"10745","SLC32A1","140679"
"10746","TRIM72","493829"
"10747","NABP2","79035"
"10748","GGNBP2","79893"
"10749","ASB12","142689"
"10750","GFAP","2670"
"10751","DENND1A","57706"
"10752","SLC39A5","283375"
"10753","NPHS2","7827"
"10754","CNPY1","285888"
"10755","IQCE","23288"
"10756","FLG2","388698"
"10757","TBATA","219793"
"10758","TENT5D","169966"
"10759","ARPC5","10092"
"10760","ZBP1","81030"
"10761","RUSC2","9853"
"10762","OR10P1","121130"
"10763","TNPO3","23534"
"10764","BPIFB4","149954"
"10765","PHTF1","10745"
"10766","C20orf144","128864"
"10767","INSM2","84684"
"10768","PMFBP1","83449"
"10769","ERVV-1","147664"
"10770","FIBP","9158"
"10771","VN1R2","317701"
"10772","LCNL1","401562"
"10773","RAMP3","10268"
"10774","ARF3","377"
"10775","YJU2","55702"
"10776","CHST13","166012"
"10777","LYVE1","10894"
"10778","UROD","7389"
"10779","KIAA1614","57710"
"10780","OPTC","26254"
"10781","RPL11","6135"
"10782","TSPY26P","128854"
"10783","C20orf85","128602"
"10784","CHIC2","26511"
"10785","RNF8","9025"
"10786","CAMK2B","816"
"10787","AQP9","366"
"10788","TSPEAR-AS2","114043"
"10789","RAMP2","10266"
"10790","SNORD114-3","767579"
"10791","LRRC3","81543"
"10792","ZNF114","163071"
"10793","SLC18B1","116843"
"10794","LONP2","83752"
"10795","RSPH9","221421"
"10796","DUX4","100288687"
"10797","LOC440742","440742"
"10798","DAXX","1616"
"10799","AKIRIN2","55122"
"10800","EDNRA","1909"
"10801","PSMD8","5714"
"10802","EVA1B","55194"
"10803","KCP","375616"
"10804","BABAM1","29086"
"10805","KLHL28","54813"
"10806","ACSS2","55902"
"10807","INIP","58493"
"10808","PPIG","9360"
"10809","KRTAP10-8","386681"
"10810","CASC4","113201"
"10811","MIR15A","406948"
"10812","ACSBG1","23205"
"10813","FZD10","11211"
"10814","GPA33","10223"
"10815","DEFB124","245937"
"10816","SCRIB","23513"
"10817","GRIK1","2897"
"10818","KRTAP20-1","337975"
"10819","NUP210L","91181"
"10820","TRNT1","51095"
"10821","IGFBPL1","347252"
"10822","TSPAN6","7105"
"10823","LRIT1","26103"
"10824","IFNL1","282618"
"10825","SNX9","51429"
"10826","CLEC19A","728276"
"10827","PIKFYVE","200576"
"10828","ISL2","64843"
"10829","PRR15","222171"
"10830","AIPL1","23746"
"10831","SNORD115-27","100036564"
"10832","THY1","7070"
"10833","PPIE","10450"
"10834","MDH1","4190"
"10835","CRNN","49860"
"10836","FAM230B","642633"
"10837","CCDC85B","11007"
"10838","MBNL2","10150"
"10839","SPACA4","171169"
"10840","ZNF274","10782"
"10841","SCUBE1","80274"
"10842","PRPF8","10594"
"10843","DLD","1738"
"10844","SLC39A9","55334"
"10845","FBXL12","54850"
"10846","LIX1","167410"
"10847","RPL41","6171"
"10848","APOBEC3F","200316"
"10849","UBXN2A","165324"
"10850","RAP1A","5906"
"10851","SLC35E1","79939"
"10852","PKN2","5586"
"10853","COL17A1","1308"
"10854","TET3","200424"
"10855","OR2A2","442361"
"10856","MAMLD1","10046"
"10857","LOC220077","220077"
"10858","LRTOMT","220074"
"10859","SGCA","6442"
"10860","PLAAT2","54979"
"10861","CLDN19","149461"
"10862","RPS4Y1","6192"
"10863","CIDEA","1149"
"10864","MYO7B","4648"
"10865","PERM1","84808"
"10866","ABCA4","24"
"10867","ABCD2","225"
"10868","RPS4X","6191"
"10869","SLC34A3","142680"
"10870","SLC9A3","6550"
"10871","LOC105378913","105378913"
"10872","TUBA8","51807"
"10873","EXTL1","2134"
"10874","PADI6","353238"
"10875","CPNE3","8895"
"10876","CRB2","286204"
"10877","VGLL1","51442"
"10878","PLA2G2F","64600"
"10879","PCSK9","255738"
"10880","HLA-DPB2","3116"
"10881","NFX1","4799"
"10882","GUCY1A2","2977"
"10883","PYM1","84305"
"10884","KRTAP5-1","387264"
"10885","FGF4","2249"
"10886","TLX1","3195"
"10887","KCNJ15","3772"
"10888","CAVIN1","284119"
"10889","OR14C36","127066"
"10890","ZBTB22","9278"
"10891","ZNF623","9831"
"10892","CACNA1H","8912"
"10893","GMPPB","29925"
"10894","PLIN2","123"
"10895","PPP1R37","284352"
"10896","GRIN1","2902"
"10897","RBPJL","11317"
"10898","SERPINA10","51156"
"10899","NXPE3","91775"
"10900","NDUFB2","4708"
"10901","C17orf64","124773"
"10902","FGD1","2245"
"10903","AQR","9716"
"10904","ENAH","55740"
"10905","DSCR10","259234"
"10906","TMEM132B","114795"
"10907","S100A7","6278"
"10908","EID2","163126"
"10909","NT5DC4","284958"
"10910","RHOJ","57381"
"10911","GALR3","8484"
"10912","ZACN","353174"
"10913","GATA5","140628"
"10914","LCE3C","353144"
"10915","ENOX1","55068"
"10916","RPL24","6152"
"10917","PPP1R10","5514"
"10918","LTBP3","4054"
"10919","SNORD50A","26799"
"10920","TEC","7006"
"10921","TEC","100124696"
"10922","CWC25","54883"
"10923","HMX2","3167"
"10924","SLA2","84174"
"10925","PYHIN1","149628"
"10926","PRSS50","29122"
"10927","F13A1","2162"
"10928","ZNF37A","7587"
"10929","GRIN2C","2905"
"10930","FLYWCH1","84256"
"10931","GATB","5188"
"10932","PRSS29P","123787"
"10933","ARID3B","10620"
"10934","MAGEB3","4114"
"10935","EIF4ENIF1","56478"
"10936","DGKE","8526"
"10937","LCE3D","84648"
"10938","CYB5RL","606495"
"10939","RFPL2","10739"
"10940","B4GALT3","8703"
"10941","FOXF2","2295"
"10942","DAAM2","23500"
"10943","IRF2BPL","64207"
"10944","PI4KB","5298"
"10945","ARID2","196528"
"10946","SPATA3","130560"
"10947","ARMCX2","9823"
"10948","RPS7P1","388363"
"10949","RTL6","84247"
"10950","NANOS3","342977"
"10951","OR1N1","138883"
"10952","LINC02249","26082"
"10953","C3orf18","51161"
"10954","GUCY2C","2984"
"10955","SLFN13","146857"
"10956","ZNF525","170958"
"10957","CNBD1","168975"
"10958","SEC11A","23478"
"10959","COL15A1","1306"
"10960","PRKRA","8575"
"10961","OR13A1","79290"
"10962","NSUN3","63899"
"10963","FNDC3A","22862"
"10964","SLC6A1","6529"
"10965","ZNF732","654254"
"10966","HERC2","8924"
"10967","KCNC3","3748"
"10968","SBSN","374897"
"10969","TTTY13","83868"
"10970","ITGA2B","3674"
"10971","LRIG2","9860"
"10972","TBX18","9096"
"10973","PTH2R","5746"
"10974","SNORA70B","100124537"
"10975","ZCCHC13","389874"
"10976","CD83","9308"
"10977","C3P1","388503"
"10978","ADCYAP1","116"
"10979","IFT27","11020"
"10980","TMEM208","29100"
"10981","TMPRSS12","283471"
"10982","LINC01869","284365"
"10983","CD7","924"
"10984","OPN5","221391"
"10985","NARF","26502"
"10986","NOBOX","135935"
"10987","GPALPP1","55425"
"10988","ZNRF3-AS1","100874123"
"10989","KIFBP","26128"
"10990","TNFAIP8L3","388121"
"10991","GADD45A","1647"
"10992","TMEM14C","51522"
"10993","TMEM125","128218"
"10994","WLS","79971"
"10995","NTF4","4909"
"10996","LINC00528","200298"
"10997","PRKCI","5584"
"10998","RPS6P6","728131"
"10999","BBX","56987"
"11000","AKAP4","8852"
"11001","TEX49","255411"
"11002","ORAI2","80228"
"11003","ZNF7","7553"
"11004","ZNF813","126017"
"11005","FARS2","10667"
"11006","DRD4","1815"
"11007","TFAP2E","339488"
"11008","C1orf94","84970"
"11009","RBMXL3","139804"
"11010","DPYD","1806"
"11011","LRRC71","149499"
"11012","PLA2G12B","84647"
"11013","SLC6A2","6530"
"11014","MAEA","10296"
"11015","GAD2","2572"
"11016","IGFL3","388555"
"11017","OR13C8","138802"
"11018","SAA2","6289"
"11019","ZXDB","158586"
"11020","PVALEF","388428"
"11021","RASD1","51655"
"11022","KLF15","28999"
"11023","OSBPL8","114882"
"11024","NRBP1","29959"
"11025","OR4C6","219432"
"11026","GRAMD2A","196996"
"11027","PDCD6IP","10015"
