"","SYMBOL","ENTREZID"
"3424","VAMP2","6844"
"3425","RNF141","50862"
"3426","NAXE","128240"
"3427","VWA8","23078"
"3428","ETF1","2107"
"3429","FLVCR1-DT","642946"
"3430","EIF5","1983"
"3431","TK2","7084"
"3432","ARSJ","79642"
"3433","CLPB","81570"
"3434","SESN1","27244"
"3435","GBAP1","2630"
"3436","BCAT1","586"
"3437","KCNG3","170850"
"3438","LIMCH1","22998"
"3439","HOXB2","3212"
"3440","CITED4","163732"
"3441","RABGGTB","5876"
"3442","LINC00028","140875"
"3443","CLEC2D","29121"
"3444","C15orf56","644809"
"3445","HSD3B7","80270"
"3446","SPDYA","245711"
"3447","SYNGR1","9145"
"3448","ZIK1","284307"
"3449","GPX7","2882"
"3450","PSMD12","5718"
"3451","PDS5A","23244"
"3452","ZNF876P","642280"
"3453","BCL2L12","83596"
"3454","GBGT1","26301"
"3455","MBL2","4153"
"3456","CBX3","11335"
"3457","SLCO1A2","6579"
"3458","STK31","56164"
"3459","ABHD18","80167"
"3460","ABCC10","89845"
"3461","ALG3","10195"
"3462","SLC25A20","788"
"3463","KLHL22","84861"
"3464","RBM46","166863"
"3465","ERMP1","79956"
"3466","TARS1","6897"
"3467","TRMT1","55621"
"3468","ZNF462","58499"
"3469","DEPP1","11067"
"3470","NIPSNAP3A","25934"
"3471","RECK","8434"
"3472","CFL2","1073"
"3473","GSTM1","2944"
"3474","TMEM127","55654"
"3475","P2RX6","9127"
"3476","SIL1","64374"
"3477","TCEAL1","9338"
"3478","RGS17","26575"
"3479","XIAP","331"
"3480","LYPD3","27076"
"3481","ANTXRL","195977"
"3482","FAM107B","83641"
"3483","PHPT1","29085"
"3484","ZNRD2","10534"
"3485","MCUB","55013"
"3486","FAM227A","646851"
"3487","SIGMAR1","10280"
"3488","SULT1C2","6819"
"3489","POGLUT2","79070"
"3490","USP7","7874"
"3491","TSACC","128229"
"3492","ZNF215","7762"
"3493","SALL2","6297"
"3494","ITGA10","8515"
"3495","OBSL1","23363"
"3496","AHR","196"
"3497","SLC19A2","10560"
"3498","HRCT1","646962"
"3499","TPRKB","51002"
"3500","FAM136A","84908"
"3501","MRPS23","51649"
"3502","GEN1","348654"
"3503","KIAA1671","85379"
"3504","SLC22A5","6584"
"3505","SCO1","6341"
"3506","CHL1","10752"
"3507","ANKLE1","126549"
"3508","PRKAB2","5565"
"3509","EFCAB7","84455"
"3510","GPR153","387509"
"3511","SELENOM","140606"
"3512","PAQR8","85315"
"3513","ZNF717","100131827"
"3514","UBE2N","7334"
"3515","DNASE1","1773"
"3516","SRRM1","10250"
"3517","FANK1","92565"
"3518","BUD13","84811"
"3519","HMG20A","10363"
"3520","RNF145","153830"
"3521","PPP5C","5536"
"3522","MTOR","2475"
"3523","OR2L13","284521"
"3524","DDX58","23586"
"3525","SMYD4","114826"
"3526","SNORD52","26797"
"3527","TRIM66","9866"
"3528","LOC401127","401127"
"3529","CD276","80381"
"3530","NLRX1","79671"
"3531","DNAJA1","3301"
"3532","ALG8","79053"
"3533","SAMD15","161394"
"3534","TRMT10C","54931"
"3535","BEX4","56271"
"3536","SPATA25","128497"
"3537","KCNG1","3755"
"3538","NAALAD2","10003"
"3539","NKAIN2","154215"
"3540","LYPD6B","130576"
"3541","VPS13B","157680"
"3542","CARD8","22900"
"3543","UBE2D1","7321"
"3544","CD58","965"
"3545","B3GALT1","8708"
"3546","LARP4B","23185"
"3547","MAT2A","4144"
"3548","FAM160A1","729830"
"3549","ARMCX6","54470"
"3550","SDC1","6382"
"3551","MPDZ","8777"
"3552","ARHGEF28","64283"
"3553","LAD1","3898"
"3554","TRIM27","5987"
"3555","PTTG1IP","754"
"3556","ARSA","410"
"3557","GTF2H5","404672"
"3558","ABCB9","23457"
"3559","CASQ1","844"
"3560","BTBD3","22903"
"3561","ZNF362","149076"
"3562","ELOF1","84337"
"3563","CLDN34","100288814"
"3564","CLIP1","6249"
"3565","ATP6AP2","10159"
"3566","STXBP1","6812"
"3567","TRMU","55687"
"3568","KLC2","64837"
"3569","ZBTB9","221504"
"3570","ZHX2","22882"
"3571","SUMF2","25870"
"3572","ABHD8","79575"
"3573","DOK4","55715"
"3574","APPBP2","10513"
"3575","HLCS","3141"
"3576","GABARAP","11337"
"3577","HECTD3","79654"
"3578","APOBEC3C","27350"
"3579","VAMP4","8674"
"3580","KIFC3","3801"
"3581","NTMT1","28989"
"3582","C14orf93","60686"
"3583","SNORD116-14","100033426"
"3584","LOC401261","401261"
"3585","FMO4","2329"
"3586","SCRN3","79634"
"3587","GRAMD1B","57476"
"3588","LMBR1L","55716"
"3589","PLEKHA7","144100"
"3590","BAIAP2","10458"
"3591","BRPF1","7862"
"3592","CTSH","1512"
"3593","FLI1","2313"
"3594","LMBRD2","92255"
"3595","NDUFA4","4697"
"3596","ILF3","3609"
"3597","SNORD77","692197"
"3598","SURF1","6834"
"3599","MIR503","574506"
"3600","ADPRHL2","54936"
"3601","ZNF627","199692"
"3602","ITGA6","3655"
"3603","STXBP5","134957"
"3604","RIBC1","158787"
"3605","AK1","203"
"3606","NRM","11270"
"3607","ING1","3621"
"3608","PHB","5245"
"3609","C2orf69","205327"
"3610","HMGN5","79366"
"3611","LRP5","4041"
"3612","HSPB8","26353"
"3613","BATF3","55509"
"3614","TLL2","7093"
"3615","VIPAS39","63894"
"3616","CEP72","55722"
"3617","UBL3","5412"
"3618","KBTBD7","84078"
"3619","TCEAL4","79921"
"3620","GSE1","23199"
"3621","HSP90AB2P","391634"
"3622","SYF2","25949"
"3623","AGGF1","55109"
"3624","NCLN","56926"
"3625","XRCC4","7518"
"3626","MICAL2","9645"
"3627","AK2","204"
"3628","USP47","55031"
"3629","PIEZO2","63895"
"3630","DIP2C","22982"
"3631","C5AR1","728"
"3632","SYT14P1","401135"
"3633","SUSD2","56241"
"3634","NCOA4","8031"
"3635","MANF","7873"
"3636","DET1","55070"
"3637","C9orf16","79095"
"3638","GAR1","54433"
"3639","ADAM20P1","317760"
"3640","CHCHD3","54927"
"3641","TTPAL","79183"
"3642","SURF6","6838"
"3643","GOLGA1","2800"
"3644","MYLK4","340156"
"3645","TET1","80312"
"3646","LURAP1","541468"
"3647","H3C11","8354"
"3648","COLQ","8292"
"3649","MIA3","375056"
"3650","SMURF2","64750"
"3651","RAB8B","51762"
"3652","TSEN54","283989"
"3653","PRUNE1","58497"
"3654","KMO","8564"
"3655","MALAT1","378938"
"3656","GAS2L3","283431"
"3657","CYTH2","9266"
"3658","SH3D19","152503"
"3659","RAN","5901"
"3660","GFRA1","2674"
"3661","IP6K2","51447"
"3662","NMNAT1","64802"
"3663","SDF2L1","23753"
"3664","CDC42EP4","23580"
"3665","TCF3","6929"
"3666","AMMECR1","9949"
"3667","TANK","10010"
"3668","CEP85","64793"
"3669","XPO1","7514"
"3670","POLR1C","9533"
"3671","PEAK1","79834"
"3672","WT1-AS","51352"
"3673","MPHOSPH10","10199"
"3674","DNAJC30","84277"
"3675","MMP2","4313"
"3676","PPP1R8","5511"
"3677","ABI3BP","25890"
"3678","CPVL","54504"
"3679","ZNF574","64763"
"3680","ANKRD30B","374860"
"3681","ANAPC7","51434"
"3682","SPOPL","339745"
"3683","TGS1","96764"
"3684","ANKRD55","79722"
"3685","SERPINB8","5271"
"3686","ALG5","29880"
"3687","CPSF4L","642843"
"3688","FDPSP2","619190"
"3689","SLC44A3","126969"
"3690","SSH2","85464"
"3691","POLR2H","5437"
"3692","UBE2I","7329"
"3693","C12orf29","91298"
"3694","UNC13B","10497"
"3695","WDR83","84292"
"3696","ADRB2","154"
"3697","TAX1BP1","8887"
"3698","OBP2B","29989"
"3699","COG6","57511"
"3700","C2CD2L","9854"
"3701","TNFSF9","8744"
"3702","KCNH5","27133"
"3703","PLEKHA4","57664"
"3704","DNAJC16","23341"
"3705","UFD1","7353"
"3706","MIR570HG","440993"
"3707","SENP7","57337"
"3708","RDH10","157506"
"3709","NR1H3","10062"
"3710","TMTC4","84899"
"3711","TMEM38B","55151"
"3712","CDC123","8872"
"3713","NRIP1","8204"
"3714","CIITA","4261"
"3715","MRPS5","64969"
"3716","ZNF624","57547"
"3717","PABPC5","140886"
"3718","GALC","2581"
"3719","USP9X","8239"
"3720","RAB3D","9545"
"3721","TAS2R8","50836"
"3722","RBCK1","10616"
"3723","XBP1","7494"
"3724","TJP2","9414"
"3725","DBNDD1","79007"
"3726","LRRC46","90506"
"3727","REXO1","57455"
"3728","HPDL","84842"
"3729","PPID","5481"
"3730","SNORA49","677829"
"3731","SZT2","23334"
"3732","CCDC149","91050"
"3733","CASP9","842"
"3734","FOS","2353"
"3735","CEND1","51286"
"3736","KDM7A","80853"
"3737","ZNF204P","7754"
"3738","BCL6","604"
"3739","LDHA","3939"
"3740","MLKL","197259"
"3741","ARHGAP15","55843"
"3742","HAUS1","115106"
"3743","TBX15","6913"
"3744","RFTN1","23180"
"3745","CCDC62","84660"
"3746","FDCSP","260436"
"3747","MECOM","2122"
"3748","RFC1","5981"
"3749","CROT","54677"
"3750","LOC151760","151760"
"3751","ROM1","6094"
"3752","REXO5","81691"
"3753","NAPRT","93100"
"3754","TXLNG","55787"
"3755","ITGB2","3689"
"3756","C1QTNF1","114897"
"3757","ARHGEF40","55701"
"3758","TUT7","79670"
"3759","BCAM","4059"
"3760","RLBP1","6017"
"3761","STXBP3","6814"
"3762","ETNK2","55224"
"3763","CYP51A1","1595"
"3764","LPCAT3","10162"
"3765","PSMC4","5704"
"3766","FAM149A","25854"
"3767","GOLT1A","127845"
"3768","MYO1E","4643"
"3769","ADRA1B","147"
"3770","PIGZ","80235"
"3771","GDPD4","220032"
"3772","PSMG1","8624"
"3773","MOSPD3","64598"
"3774","RPP40","10799"
"3775","NIPSNAP3B","55335"
"3776","ITPRIPL2","162073"
"3777","MAGEB6","158809"
"3778","CCDC90B","60492"
"3779","VARS1","7407"
"3780","KLKB1","3818"
"3781","BCCIP","56647"
"3782","SIVA1","10572"
"3783","SNORD79","26770"
"3784","SLC16A1","6566"
"3785","MLXIP","22877"
"3786","UROS","7390"
"3787","LOC400464","400464"
"3788","ADAMTSL5","339366"
"3789","NUFIP1","26747"
"3790","CLK4","57396"
"3791","SF3A2","8175"
"3792","SLF2","55719"
"3793","ZNF280D","54816"
"3794","KPNA3","3839"
"3795","HECTD4","283450"
"3796","LIMK2","3985"
"3797","RAB5B","5869"
"3798","SNAP25","6616"
"3799","DOT1L","84444"
"3800","TSPAN11","441631"
"3801","MCMDC2","157777"
"3802","TBC1D19","55296"
"3803","TIRAP","114609"
"3804","LOC389834","389834"
"3805","DDX19A","55308"
"3806","ZNF302","55900"
"3807","LPAR2","9170"
"3808","SLX4IP","128710"
"3809","CTSC","1075"
"3810","ZSCAN20","7579"
"3811","KPNA5","3841"
"3812","RYBP","23429"
"3813","TMEM74","157753"
"3814","ADGRA2","25960"
"3815","SFXN3","81855"
"3816","UNC13D","201294"
"3817","NARS2","79731"
"3818","FAM99A","387742"
"3819","RPP14","11102"
"3820","CP","1356"
"3821","KDELR3","11015"
"3822","ZNF513","130557"
"3823","DSC3","1825"
"3824","EHHADH","1962"
"3825","IPO8","10526"
"3826","HIBADH","11112"
"3827","ARHGEF17","9828"
"3828","PEX11B","8799"
"3829","CYCS","54205"
"3830","TTL","150465"
"3831","MAPK10","5602"
"3832","VPS11","55823"
"3833","ZNF671","79891"
"3834","METAP1","23173"
"3835","ZNF76","7629"
"3836","B4GALT2","8704"
"3837","BRWD1","54014"
"3838","SV2A","9900"
"3839","PSMC1","5700"
"3840","NFE2","4778"
"3841","NKX3-1","4824"
"3842","PRMT2","3275"
"3843","MAP1S","55201"
"3844","SEC31B","25956"
"3845","ADAMTSL4","54507"
"3846","PCDHB2","56133"
"3847","NUDT14","256281"
"3848","NPY6R","4888"
"3849","BMPR2","659"
"3850","CPT1A","1374"
"3851","TPMT","7172"
"3852","PPM1B","5495"
"3853","PARP11","57097"
"3854","NBAS","51594"
"3855","GTF3C6","112495"
"3856","KMT5B","51111"
"3857","FAM111A","63901"
"3858","IGF2R","3482"
"3859","SLC25A37","51312"
"3860","STK24","8428"
"3861","PPM1H","57460"
"3862","LIMD1","8994"
"3863","GTPBP6","8225"
"3864","PHETA2","150368"
"3865","MPRIP","23164"
"3866","ME3","10873"
"3867","THOP1","7064"
"3868","LIN28B","389421"
"3869","WDPCP","51057"
"3870","FLOT1","10211"
"3871","EXOSC7","23016"
"3872","ZKSCAN3","80317"
"3873","C6orf89","221477"
"3874","PKLR","5313"
"3875","HIPK2","28996"
"3876","FYN","2534"
"3877","TEX2","55852"
"3878","FTSJ3","117246"
"3879","CCDC24","149473"
"3880","STK10","6793"
"3881","CAMKMT","79823"
"3882","OSBPL11","114885"
"3883","LRRIQ3","127255"
"3884","DNAJC18","202052"
"3885","UNC93B1","81622"
"3886","PCDHB1","29930"
"3887","SRSF1","6426"
"3888","CEBPZ","10153"
"3889","IDH2","3418"
"3890","LCA5","167691"
"3891","TCEA2","6919"
"3892","SULT1B1","27284"
"3893","ADORA2B","136"
"3894","ARHGAP28","79822"
"3895","RASA2","5922"
"3896","PTPN14","5784"
"3897","GLCCI1","113263"
"3898","CAMKK1","84254"
"3899","MMP11","4320"
"3900","MALSU1","115416"
"3901","GPR37","2861"
"3902","LTBP4","8425"
"3903","JADE1","79960"
"3904","PKIA","5569"
"3905","ZNF833P","401898"
"3906","FMN2","56776"
"3907","SPATA33","124045"
"3908","MAP3K14","9020"
"3909","MYO3B","140469"
"3910","OSCP1","127700"
"3911","DNAI1","27019"
"3912","SLC25A24","29957"
"3913","FERMT2","10979"
"3914","ZNF585A","199704"
"3915","C21orf58","54058"
"3916","PCBP4","57060"
"3917","CDKL3","51265"
"3918","ATP6V0A4","50617"
"3919","LINC02693","339263"
"3920","LMO3","55885"
"3921","SLC25A27","9481"
"3922","SNORA55","677834"
"3923","PLEKHF1","79156"
"3924","APOL6","80830"
"3925","CETN2","1069"
"3926","TRPV3","162514"
"3927","ANKRD12","23253"
"3928","RNF180","285671"
"3929","UXS1","80146"
"3930","NOP53","29997"
"3931","PSMB9","5698"
"3932","CENPV","201161"
"3933","RAB9A","9367"
"3934","HARS1","3035"
"3935","FRK","2444"
"3936","GPR137","56834"
"3937","CTDSPL2","51496"
"3938","EFHC1","114327"
"3939","TUBG2","27175"
"3940","GKAP1","80318"
"3941","ZNF18","7566"
"3942","KCTD3","51133"
"3943","PFKFB4","5210"
"3944","RRP8","23378"
"3945","PALB2","79728"
"3946","IL17RC","84818"
"3947","VPS50","55610"
"3948","LOC645261","645261"
"3949","TEKT3","64518"
"3950","CFAP298","56683"
"3951","HTRA2","27429"
"3952","UGP2","7360"
"3953","CAMLG","819"
"3954","ELAVL1","1994"
"3955","RPA1","6117"
"3956","DNAJA1P5","94236"
"3957","IL11","3589"
"3958","MRPL52","122704"
"3959","ZNF75A","7627"
"3960","KLHL31","401265"
"3961","TPRA1","131601"
"3962","AKAP13","11214"
"3963","PEX13","5194"
"3964","CIR1","9541"
"3965","KATNB1","10300"
"3966","CDK5RAP2","55755"
"3967","PDE12","201626"
"3968","RALYL","138046"
"3969","CCL2","6347"
"3970","CASC1","55259"
"3971","CELSR1","9620"
"3972","LINC01101","84931"
"3973","PLAA","9373"
"3974","DCLK1","9201"
"3975","ZNF790","388536"
"3976","RBM28","55131"
"3977","SPCS3","60559"
"3978","COQ9","57017"
"3979","SNCAIP","9627"
"3980","ABRACL","58527"
"3981","LINC00339","29092"
"3982","ABCA2","20"
"3983","TDP1","55775"
"3984","VEGFB","7423"
"3985","IQSEC2","23096"
"3986","TLNRD1","59274"
"3987","POLR3H","171568"
"3988","IGF2BP1","10642"
"3989","ARHGAP5-AS1","84837"
"3990","ZSCAN21","7589"
"3991","DDAH2","23564"
"3992","NPTX2","4885"
"3993","SNRPA","6626"
"3994","TTC25","83538"
"3995","CUL9","23113"
"3996","GATM","2628"
"3997","KLHL13","90293"
"3998","SUPV3L1","6832"
"3999","TOR3A","64222"
"4000","C11orf1","64776"
"4001","DUSP1","1843"
"4002","PYGO2","90780"
"4003","NDE1","54820"
"4004","AKR1C1","1645"
"4005","XPO4","64328"
"4006","LBX2","85474"
"4007","KLHDC8B","200942"
"4008","GABRA3","2556"
"4009","COL5A1","1289"
"4010","ZNF484","83744"
"4011","DDX28","55794"
"4012","FAM200A","221786"
"4013","USP39","10713"
"4014","USP14","9097"
"4015","CD207","50489"
"4016","TCEANC","170082"
"4017","DMKN","93099"
"4018","USP36","57602"
"4019","TNFAIP6","7130"
"4020","HOXA5","3202"
"4021","MAPRE3","22924"
"4022","PDXP","57026"
"4023","CNKSR3","154043"
"4024","MARCHF9","92979"
"4025","CREB3","10488"
"4026","C14orf28","122525"
"4027","ELOVL6","79071"
"4028","ACOX1","51"
"4029","BAG2","9532"
"4030","FBXO8","26269"
"4031","AZIN1","51582"
"4032","PEPD","5184"
"4033","GMIP","51291"
"4034","LCMT2","9836"
"4035","KLHL12","59349"
"4036","CAPRIN2","65981"
"4037","ZNF552","79818"
"4038","ZNF688","146542"
"4039","KIDINS220","57498"
"4040","TMEM223","79064"
"4041","DOCK1","1793"
"4042","FRMD6","122786"
"4043","ARL5A","26225"
"4044","ZNF333","84449"
"4045","DKKL1","27120"
"4046","TRMT61A","115708"
"4047","TONSL","4796"
"4048","COA5","493753"
"4049","ACADM","34"
"4050","GALK2","2585"
"4051","SBF2","81846"
"4052","USP48","84196"
"4053","DEFB136","613210"
"4054","REPIN1","29803"
"4055","SLC2A11","66035"
"4056","CITED1","4435"
"4057","SLC44A1","23446"
"4058","ASIC1","41"
"4059","TMEM135","65084"
"4060","DDX1","1653"
"4061","NTRK3","4916"
"4062","SIK3","23387"
"4063","NKX2-5","1482"
"4064","RASAL2","9462"
"4065","ACSL5","51703"
"4066","STX17","55014"
"4067","SF3B4","10262"
"4068","LOC648987","648987"
"4069","ZNF862","643641"
"4070","CEP295NL","100653515"
"4071","LY6E","4061"
"4072","SPEN","23013"
"4073","EFR3A","23167"
"4074","MPZL1","9019"
"4075","DYRK3","8444"
"4076","OPHN1","4983"
"4077","RASEF","158158"
"4078","SNX21","90203"
"4079","PPM1L","151742"
"4080","DEPDC7","91614"
"4081","SPAG4","6676"
"4082","ATP13A2","23400"
"4083","FAM98A","25940"
"4084","SCARB2","950"
"4085","CDKN2AIPNL","91368"
"4086","L2HGDH","79944"
"4087","PLAGL2","5326"
"4088","B3GLCT","145173"
"4089","SERTAD3","29946"
"4090","ZNF85","7639"
"4091","HS1BP3","64342"
"4092","RBM14","10432"
"4093","RPP25L","138716"
"4094","RINT1","60561"
"4095","CCDC47","57003"
"4096","BAZ1A","11177"
"4097","CSF2RA","1438"
"4098","HEXIM1","10614"
"4099","DUSP18","150290"
"4100","HNRNPU","3192"
"4101","LINC00893","100131434"
"4102","KANK2","25959"
"4103","CHD7","55636"
"4104","FECH","2235"
"4105","ARSG","22901"
"4106","GSPT1","2935"
"4107","H2AZ2","94239"
"4108","SYTL3","94120"
"4109","ZCCHC4","29063"
"4110","LINC01260","79015"
"4111","NLRP10","338322"
"4112","COA4","51287"
"4113","DXO","1797"
"4114","ZNF804A","91752"
"4115","SAMD4A","23034"
"4116","CDKN3","1033"
"4117","RBM5","10181"
"4118","MRGBP","55257"
"4119","PHEX","5251"
"4120","ARSK","153642"
"4121","CAV2","858"
"4122","RAD21","5885"
"4123","ANXA3","306"
"4124","ZBTB3","79842"
"4125","ANXA2R","389289"
"4126","ZC3H10","84872"
"4127","AGBL5","60509"
"4128","TMEM209","84928"
"4129","IMP3","55272"
"4130","CAMK2D","817"
"4131","ZFAND5","7763"
"4132","ANAPC1","64682"
"4133","KDM4A","9682"
"4134","ARL5C","390790"
"4135","CFAP300","85016"
"4136","PACS1","55690"
"4137","ARMC7","79637"
"4138","CHM","1121"
"4139","FLVCR1","28982"
"4140","POLR2I","5438"
"4141","ARID4A","5926"
"4142","RBM17","84991"
"4143","B3GALT4","8705"
"4144","ZNF142","7701"
"4145","FNBP1L","54874"
"4146","DRC3","83450"
"4147","WDR75","84128"
"4148","MGME1","92667"
"4149","PSMD3","5709"
"4150","LINC01521","54944"
"4151","GPLD1","2822"
"4152","RTL1","388015"
"4153","SMNDC1","10285"
"4154","ARHGAP10","79658"
"4155","CHMP1B","57132"
"4156","SRSF7","6432"
"4157","SOS1","6654"
"4158","TIMM50","92609"
"4159","ZNF780A","284323"
"4160","RHOBTB2","23221"
"4161","NBEAL1","65065"
"4162","VPS45","11311"
"4163","OTOGL","283310"
"4164","CCKAR","886"
"4165","SYPL2","284612"
"4166","RGS7","6000"
"4167","ZNF135","7694"
"4168","RNF182","221687"
"4169","SUZ12","23512"
"4170","STMN2","11075"
"4171","PARP1","142"
"4172","CTBS","1486"
"4173","VPS13A","23230"
"4174","OTUD1","220213"
"4175","SLC39A6","25800"
"4176","SLC38A9","153129"
"4177","DOCK11","139818"
"4178","OSBP2","23762"
"4179","EIF4E","1977"
"4180","PCDHA13","56136"
"4181","RNF126P1","376412"
"4182","ODC1","4953"
"4183","CDK5R1","8851"
"4184","COQ5","84274"
"4185","SLC34A2","10568"
"4186","SNAP29","9342"
"4187","POLB","5423"
"4188","LACC1","144811"
"4189","PDCD5","9141"
"4190","SNX14","57231"
"4191","LENG8","114823"
"4192","SNRNP70","6625"
"4193","ST3GAL1","6482"
"4194","UPK3B","105375355"
"4195","VANGL2","57216"
"4196","SRGN","5552"
"4197","KARS1","3735"
"4198","TNFAIP8","25816"
"4199","PHACTR2","9749"
"4200","NCBP1","4686"
"4201","IPP","3652"
"4202","HYLS1","219844"
"4203","MTSS2","92154"
"4204","ZNF34","80778"
"4205","TRAPPC11","60684"
"4206","SF1","7536"
"4207","MT1H","4496"
"4208","ZBED2","79413"
"4209","PTOV1","53635"
"4210","NFKBIB","4793"
"4211","SNAPC4","6621"
"4212","APC","324"
"4213","MCAT","27349"
"4214","SERGEF","26297"
"4215","TECTA","7007"
"4216","TLCD2","727910"
"4217","FAR2P1","440905"
"4218","GCC2","9648"
"4219","DSTNP2","171220"
"4220","FASTKD3","79072"
"4221","PREP","5550"
"4222","CLDN20","49861"
"4223","NLGN1","22871"
"4224","YOD1","55432"
"4225","PKNOX1","5316"
"4226","ZNF780B","163131"
"4227","EML3","256364"
"4228","TENT5A","55603"
"4229","PCDHA6","56142"
"4230","ABHD11","83451"
"4231","SFXN4","119559"
"4232","IFT122","55764"
"4233","ANAPC10","10393"
"4234","SLC25A4","291"
"4235","ANXA2P1","303"
"4236","SLC38A7","55238"
"4237","TOMM70","9868"
"4238","PHF23","79142"
"4239","STK36","27148"
"4240","LINC00308","54143"
"4241","CCDC9","26093"
"4242","FSD1","79187"
"4243","ARFGAP2","84364"
"4244","GJA1","2697"
"4245","GRK5","2869"
"4246","EFNB3","1949"
"4247","ANKRD50","57182"
"4248","HCFC1","3054"
"4249","CHPF","79586"
"4250","RNPEP","6051"
"4251","ABCA13","154664"
"4252","NSFL1C","55968"
"4253","MMP3","4314"
"4254","FRAS1","80144"
"4255","ADSS1","122622"
"4256","TMEM141","85014"
"4257","DSEL","92126"
"4258","GPRIN3","285513"
"4259","FEM1C","56929"
"4260","SKI","6497"
"4261","BMPR1B","658"
"4262","PRPH2","5961"
"4263","ZMIZ1","57178"
"4264","SELL","6402"
"4265","IRX3","79191"
"4266","MARCKS","4082"
"4267","MRM2","29960"
"4268","EFNA3","1944"
"4269","STX4","6810"
"4270","LRRC8C","84230"
"4271","LOC284241","284241"
"4272","PSMA7","5688"
"4273","MIR200C","406985"
"4274","PCTP","58488"
"4275","RALGAPA2","57186"
"4276","GPR3","2827"
"4277","DUSP3","1845"
"4278","CEP112","201134"
"4279","KIF5B","3799"
"4280","ENPP1","5167"
"4281","IGKC","3514"
"4282","MYLIP","29116"
"4283","BRWD3","254065"
"4284","KAT6B","23522"
"4285","PTS","5805"
"4286","LIN7A","8825"
"4287","MAP4K3","8491"
"4288","XXYLT1","152002"
"4289","NOXRED1","122945"
"4290","FRMD3","257019"
"4291","ZNF571","51276"
"4292","HSPBP1","23640"
"4293","EXTL2","2135"
"4294","MYDGF","56005"
"4295","BUD23","114049"
"4296","C3orf52","79669"
"4297","C15orf61","145853"
"4298","GGT7","2686"
"4299","MT1G","4495"
"4300","FCRLB","127943"
"4301","ADGRG5","221188"
"4302","ZNF235","9310"
"4303","ZNF626","199777"
"4304","THADA","63892"
"4305","ZNF75D","7626"
"4306","NDUFB5","4711"
"4307","RCBTB2","1102"
"4308","MXRA7","439921"
"4309","NGLY1","55768"
"4310","SMC3","9126"
"4311","TAF4","6874"
"4312","GSTM5","2949"
"4313","MED23","9439"
"4314","UBQLN4","56893"
"4315","WDR46","9277"
"4316","CNNM2","54805"
"4317","LSM2","57819"
"4318","TMEM59","9528"
"4319","AGPS","8540"
"4320","WBP11P1","441818"
"4321","PGBD5","79605"
"4322","PIM1","5292"
"4323","DDX55","57696"
"4324","IL13RA1","3597"
"4325","PDE4DIP","9659"
"4326","STAT3","6774"
"4327","MKNK1","8569"
"4328","ZKSCAN8","7745"
"4329","AARD","441376"
"4330","C1orf109","54955"
"4331","ITGB1BP1","9270"
"4332","GJC3","349149"
"4333","SOGA1","140710"
"4334","MFN2","9927"
"4335","ANKLE2","23141"
"4336","SLC6A16","28968"
"4337","C2orf68","388969"
"4338","ACTC1","70"
"4339","CASQ2","845"
"4340","RASGRF1","5923"
"4341","PTGES2-AS1","389791"
"4342","FOSB","2354"
"4343","ECE2","9718"
"4344","ZBTB44","29068"
"4345","RSKR","124923"
"4346","HNRNPDL","9987"
"4347","STK26","51765"
"4348","SYNE1","23345"
"4349","SULT1E1","6783"
"4350","CERCAM","51148"
"4351","ZNF578","147660"
"4352","EXOC6","54536"
"4353","ACTR5","79913"
"4354","LRRK2","120892"
"4355","DUSP12","11266"
"4356","IAH1","285148"
"4357","HIRA","7290"
"4358","DHX30","22907"
"4359","PANX3","116337"
"4360","SCAMP2","10066"
"4361","SNORD117","692233"
"4362","PGM2","55276"
"4363","EXOC7","23265"
"4364","RELCH","57614"
"4365","AATF","26574"
"4366","CCDC142","84865"
"4367","PRDX4","10549"
"4368","BPIFB1","92747"
"4369","NETO1","81832"
"4370","CHPT1","56994"
"4371","DOCK8","81704"
"4372","STK38","11329"
"4373","TENT2","167153"
"4374","CASP4","837"
"4375","C2CD6","151254"
"4376","RCAN2","10231"
"4377","MTA2","9219"
"4378","RHNO1","83695"
"4379","SHISA5","51246"
"4380","ARHGAP25","9938"
"4381","DEFB134","613211"
"4382","SPOUT1","51490"
"4383","MIR30C2","407032"
"4384","SRP14","6727"
"4385","ATG4A","115201"
"4386","LCLAT1","253558"
"4387","ILF2","3608"
"4388","FBXL13","222235"
"4389","FABP7","2173"
"4390","CARNMT1","138199"
"4391","TTC14","151613"
"4392","CABLES1","91768"
"4393","USO1","8615"
"4394","TMEM88","92162"
"4395","PCNT","5116"
"4396","ETAA1","54465"
"4397","KBTBD2","25948"
"4398","DELE1","9812"
"4399","MSTN","2660"
"4400","SNX16","64089"
"4401","PASK","23178"
"4402","MARCHF2","51257"
"4403","ANXA2P2","304"
"4404","GVQW3","100506127"
"4405","NLGN4X","57502"
"4406","RPAP3","79657"
"4407","LAGE3","8270"
"4408","LRP4","4038"
"4409","TMCC3","57458"
"4410","COL9A2","1298"
"4411","RBM47","54502"
"4412","HDGF","3068"
"4413","RPL10A","4736"
"4414","HSPB3","8988"
"4415","TTC23L","153657"
"4416","ANKRD26","22852"
"4417","XPC","7508"
"4418","TRIM11","81559"
"4419","BEX3","27018"
"4420","NR2F6","2063"
"4421","EDA2R","60401"
"4422","EEPD1","80820"
"4423","FGFR1OP","11116"
"4424","WBP2","23558"
"4425","UGCG","7357"
"4426","INPP5K","51763"
